Site Id,Site Name,Slot Id,Port Id,Status,Company ID,Mnemonic,CLEI Code,Part No,Software Part No,Factory ID,Serial No,Date ID,Manufactured Date,Customer Field,License Points Consumed,Licensed Product,Alarm Status,Aggregated Alarm Status
10.1.224.113,JD2-32,0,0,Available,BC  ,BACK2UV3,CRMTD10ARA,3DB18485GAAB01,--------------,BC  ,BC203690241     ,0,200909,----------------------------------------------,0,None,N/A,N/A
10.1.224.113,JD2-32,3,5,Available,NOK ,UBT-80  ,DRMW810CRA,3DB29171AAAA01,3DB17010KEAA01,TH  ,TH2107Q006U     ,0,210218,                                              ,2,UBT-80,N/A,N/A
10.1.224.113,JD2-32,4,5,Available,NOK ,UBT-80  ,DRMW810CRA,3DB29171AAAA01,3DB17010KEAA01,TH  ,TH2107Q005S     ,0,210218,                                              ,2,UBT-80,N/A,N/A
10.1.224.114,JED0411-11,0,0,Available,BC  ,BACK2UV3,CRMTD10ARA,3DB18485GAAB01,--------------,BC  ,BC203690247     ,0,200909,----------------------------------------------,0,None,N/A,N/A
10.1.224.114,JED0411-11,3,5,Available,NOK ,UBT-80  ,DRMW710CRA,3DB29181AAAA01,3DB17010KEAA01,TH  ,TH2107Q001V     ,0,210222,                                              ,2,UBT-80,N/A,N/A
10.1.224.114,JED0411-11,4,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB02,3DB17010KCAA01,SH  ,SH1946N01HA     ,0,191125,                                              ,2,UBT-80,N/A,N/A
10.1.224.129,JD2-33,0,0,Available,BC  ,BACK2UV3,CRM8A00ARA,3DB18485EAAA01,--------------,BC  ,BC191891504     ,0,190525,----------------------------------------------,0,None,N/A,N/A
10.1.224.129,JD2-33,3,5,Available,NOK ,UBT-80  ,----------,3DB29170AAAB02,3DB17010KDAA01,TH  ,TH2008Q00YV     ,0,200225,                                              ,2,UBT-80,N/A,N/A
10.1.224.129,JD2-33,4,5,Available,NOK ,UBT-80  ,----------,3DB29170AAAB02,3DB17010KDAA01,TH  ,TH2008Q00ZF     ,0,200219,                                              ,2,UBT-80,N/A,N/A
10.1.224.130,JED0060-1,0,0,Available,VG  ,BACK2UV3,CRM8A00ARA,3DB18485EAAB01,--------------,VG  ,VG192790050     ,0,190705,----------------------------------------------,0,None,N/A,N/A
10.1.224.130,JED0060-1,3,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB02,3DB17010KCAA01,SH  ,SH1934N01WS     ,0,190826,                                              ,2,UBT-80,N/A,N/A
10.1.224.130,JED0060-1,5,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB03,3DB17010KEAA01,TH  ,TH2050Q022V     ,0,201214,                                              ,2,UBT-80,N/A,N/A
10.1.224.130,JED0060-1,6,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB04,3DB17010KLAA02,SH  ,TH2018Q003S     ,0,231215,                                              ,2,UBT-80,N/A,N/A
10.1.224.130,JED0060-1,4,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB03,3DB17010KEAA01,TH  ,TH2050Q020K     ,0,201215,                                              ,2,UBT-80,N/A,N/A
10.1.224.131,JED0060-2_MDIA,0,0,Available,BC  ,BACK2UV3,CRMTD10ARA,3DB18485GAAB01,--------------,BC  ,BC222291659     ,0,220608,----------------------------------------------,0,None,N/A,N/A
10.1.224.131,JED0060-2_MDIA,3,5,Available,NOK ,UBT-80  ,DRMW710CRA,3DB29181AAAA01,3DB17010KFAA02,SH  ,SH2240N004H     ,0,221005,                                              ,2,UBT-80,N/A,N/A
10.1.224.132,CJED0357_MDIA,0,0,Available,BC  ,BACK2UV3,CRMTD10ARA,3DB18485GAAB01,--------------,BC  ,BC222291674     ,0,220608,----------------------------------------------,0,None,N/A,N/A
10.1.224.132,CJED0357_MDIA,3,5,Available,NOK ,UBT-80  ,DRMW810CRA,3DB29171AAAA01,3DB17010KFAA02,SH  ,SH2239N0225     ,0,220930,                                              ,2,UBT-80,N/A,N/A
10.1.224.135,JED2702_FTK,0,0,Available,VG  ,BACK2UV3,CRM8A00ARA,3DB18485EAAB01,--------------,VG  ,VG192390304     ,0,190626,----------------------------------------------,0,None,N/A,N/A
10.1.224.135,JED2702_FTK,3,5,Available,NOK ,UBT-80  ,----------,3DB29170AAAB02,3DB17010KEAA01,SH  ,SH2037N01RF     ,0,210418,                                              ,2,UBT-80,N/A,N/A
10.1.224.135,JED2702_FTK,4,5,Available,NOK ,UBT-80  ,----------,3DB29170AAAB02,3DB17010KEAA01,SH  ,SH2032N0137     ,0,210418,                                              ,2,UBT-80,N/A,N/A
10.1.224.145,JD2 -34,0,0,Available,BC  ,BACK2UV3,CRM8A00ARA,3DB18485EAAA01,--------------,BC  ,BC193994876     ,0,191012,----------------------------------------------,0,None,N/A,N/A
10.1.224.145,JD2 -34,4,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KDAA01,SH  ,SH1948N01V5     ,0,191128,                                              ,2,UBT-80,N/A,N/A
10.1.224.145,JD2 -34,3,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KDAA01,SH  ,SH1949N00SD     ,0,191203,                                              ,2,UBT-80,N/A,N/A
10.1.224.146,JED0397,0,0,Available,VG  ,BACK2UV3,CRM8A00ARA,3DB18485EAAB01,--------------,VG  ,VG192390094     ,0,190615,----------------------------------------------,0,None,N/A,N/A
10.1.224.146,JED0397,5,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB03,3DB17010KDAA01,TH  ,TH2013Q03MG     ,0,200331,                                              ,2,UBT-80,N/A,N/A
10.1.224.146,JED0397,3,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB02,3DB17010KCAA01,SH  ,SH1947N03GG     ,0,191124,                                              ,2,UBT-80,N/A,N/A
10.1.224.146,JED0397,4,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB02,3DB17010KCAA01,SH  ,SH1937N01G1     ,0,190912,                                              ,2,UBT-80,N/A,N/A
10.1.224.146,JED0397,6,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB02,3DB17010KDAA01,SH  ,SH2002N01RB     ,0,200210,                                              ,2,UBT-80,N/A,N/A
10.1.224.147,JED2986,0,0,Available,BC  ,BACK2UV3,CRM8A00ARA,3DB18485EAAA01,--------------,BC  ,BC193994934     ,0,191012,----------------------------------------------,0,None,N/A,N/A
10.1.224.147,JED2986,3,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KCAA01,SH  ,SH1920N01ZT     ,0,190603,                                              ,2,UBT-80,N/A,N/A
10.1.224.147,JED2986,4,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KCAA01,SH  ,SH1926N02R9     ,0,190629,                                              ,2,UBT-80,N/A,N/A
10.1.224.161,JED0600-5,0,0,Available,VG  ,BACK2UV3,CRM8A00ARA,3DB18485EAAB01,--------------,VG  ,VG191290335     ,0,190408,----------------------------------------------,0,None,N/A,N/A
10.1.224.161,JED0600-5,3,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KCAA01,SH  ,SH1928N025N     ,0,190713,                                              ,2,UBT-80,N/A,N/A
10.1.224.161,JED0600-5,4,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KCAA01,SH  ,SH1938N04Z8     ,0,190921,                                              ,2,UBT-80,N/A,N/A
10.1.224.162,JED0246-1,0,0,Available,VG  ,BACK2UV3,CRM8A00ARA,3DB18485EAAA01,--------------,VG  ,VG190390162     ,0,190116,----------------------------------------------,0,None,N/A,N/A
10.1.224.162,JED0246-1,3,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB02,3DB17010KCAA01,SH  ,SH1943N02CC     ,0,191028,                                              ,2,UBT-80,N/A,N/A
10.1.224.162,JED0246-1,4,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB03,3DB17010KDAA01,SH  ,SH1935N01Z2     ,0,200723,                                              ,2,UBT-80,N/A,N/A
10.1.224.163,JED0298,0,0,Available,VG  ,BACK2UV3,CRM8A00ARA,3DB18485EAAA01,--------------,VG  ,VG190390155     ,0,190116,----------------------------------------------,0,None,N/A,N/A
10.1.224.163,JED0298,3,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KCAA01,SH  ,SH1928N0137     ,0,190711,                                              ,2,UBT-80,N/A,N/A
10.1.224.163,JED0298,4,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KCAA01,SH  ,SH1928N01AT     ,0,190712,                                              ,2,UBT-80,N/A,N/A
10.1.224.164,JED0246-SH02,0,0,Available,BC  ,BACK2UV3,CRM8A00ARA,3DB18485EAAA01,--------------,BC  ,BC193092277     ,0,190815,----------------------------------------------,0,None,N/A,N/A
10.1.224.165,JED0246_3,0,0,Available,BC  ,BACK2UV3,CRM8A00ARA,3DB18485EAAA01,--------------,BC  ,BC193092811     ,0,190902,----------------------------------------------,0,None,N/A,N/A
10.1.224.165,JED0246_3,3,5,Available,NOK ,UBT-80  ,CRM9L10FRA,3DB29180AAAB01,3DB17010FAAA01,SH  ,SH1912N00MC     ,0,190319,                                              ,2,UBT-80,N/A,N/A
10.1.224.165,JED0246_3,4,5,Available,NOK ,UBT-80  ,CRM9L10FRA,3DB29180AAAB01,3DB17010KCAA01,SH  ,SH1926N012S     ,0,190625,                                              ,2,UBT-80,N/A,N/A
10.1.224.166,JED0246_4,0,0,Available,BC  ,BACK2UV3,CRM8A00ARA,3DB18485EAAA01,--------------,BC  ,BC193092438     ,0,190831,----------------------------------------------,0,None,N/A,N/A
10.1.224.166,JED0246_4,4,5,Available,NOK ,UBT-80  ,CRM9L10FRA,3DB29180AAAB01,3DB17010FAAA01,SH  ,SH1905N0313     ,0,190202,                                              ,2,UBT-80,N/A,N/A
10.1.224.166,JED0246_4,3,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB02,3DB17010KCAA01,SH  ,SH1944N019L     ,0,191031,                                              ,2,UBT-80,N/A,N/A
10.1.224.167,JED0949,0,0,Available,BC  ,BACK1UV3,CRMT100DRA,3DB18219DAAA01,--------------,BC  ,BC191492856     ,0,190410,----------------------------------------------,0,None,N/A,N/A
10.1.224.167,JED0949,3,5,Available,NOK ,UBT-80  ,----------,3DB29170AAAB02,3DB17010KEAA01,SH  ,SH2032N004K     ,0,210418,                                              ,2,UBT-80,N/A,N/A
10.1.224.167,JED0949,4,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KCAA01,SH  ,SH1944N00PK     ,0,191030,                                              ,2,UBT-80,N/A,N/A
10.1.224.17,JED0125-12,0,0,Available,VG  ,BACK2UV3,CRM8A00ARA,3DB18485EAAB01,--------------,VG  ,VG191290556     ,0,190420,----------------------------------------------,0,None,N/A,N/A
10.1.224.17,JED0125-12,3,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB02,3DB17010KDAA01,SH  ,SH1949N00HD     ,0,191203,                                              ,2,UBT-80,N/A,N/A
10.1.224.17,JED0125-12,4,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB02,3DB17010KCAA01,SH  ,SH1928N02E5     ,0,190714,                                              ,2,UBT-80,N/A,N/A
10.1.224.177,JED0600-6,0,0,Available,VG  ,BACK2UV3,CRM8A00ARA,3DB18485EAAB01,--------------,VG  ,VG191290325     ,0,190408,----------------------------------------------,0,None,N/A,N/A
10.1.224.177,JED0600-6,3,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KCAA01,SH  ,SH1943N01FH     ,0,191026,                                              ,2,UBT-80,N/A,N/A
10.1.224.177,JED0600-6,4,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KCAA01,SH  ,SH1928N01Y9     ,0,190713,                                              ,2,UBT-80,N/A,N/A
10.1.224.178,JED0956-1,0,0,Available,VG  ,BACK2UV3,CRM8A00ARA,3DB18485EAAA01,--------------,VG  ,VG190390161     ,0,190116,----------------------------------------------,0,None,N/A,N/A
10.1.224.178,JED0956-1,4,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB03,3DB17010KDAA01,TH  ,TH2014Q001W     ,0,200402,                                              ,2,UBT-80,N/A,N/A
10.1.224.178,JED0956-1,3,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB02,3DB17010KCAA01,SH  ,SH1929N001R     ,0,190715,                                              ,2,UBT-80,N/A,N/A
10.1.224.179,JED0492,0,0,Available,VG  ,BACK2UV3,CRM8A00ARA,3DB18485EAAB01,--------------,VG  ,VG191290243     ,0,190408,----------------------------------------------,0,None,N/A,N/A
10.1.224.179,JED0492,3,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KCAA01,SH  ,SH1929N0019     ,0,190715,                                              ,2,UBT-80,N/A,N/A
10.1.224.179,JED0492,4,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010FAAA01,SH  ,SH1912N01BP     ,0,190321,                                              ,2,UBT-80,N/A,N/A
10.1.224.18,JED0383,0,0,Available,VG  ,BACK2UV3,CRM8A00ARA,3DB18485EAAB01,--------------,VG  ,VG191390086     ,0,190426,----------------------------------------------,0,None,N/A,N/A
10.1.224.18,JED0383,3,5,Available,NOK ,UBT-80  ,----------,3DB29170AAAB01,3DB17010FAAA01,SH  ,SH1840N01FP     ,0,181006,                                              ,2,UBT-80,N/A,N/A
10.1.224.18,JED0383,4,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KCAA01,SH  ,SH1925N01YY     ,0,190620,                                              ,2,UBT-80,N/A,N/A
10.1.224.180,JED0956-2,0,0,Available,BC  ,BACK2UV3,CRMTD10ARA,3DB18485GAAB01,--------------,BC  ,BC231694753     ,0,230427,----------------------------------------------,0,None,N/A,N/A
10.1.224.181,JED0956-3,0,0,Available,BC  ,BACK2UV3,CRMTD10ARA,3DB18485GAAB01,--------------,BC  ,BC231694748     ,0,230427,----------------------------------------------,0,None,N/A,N/A
10.1.224.181,JED0956-3,3,5,Available,NOK ,UBT-80  ,DRMW710CRA,3DB29181AAAA01,3DB17010KFAA02,TH  ,TH2204Q00W8     ,0,220209,                                              ,2,UBT-80,N/A,N/A
10.1.224.181,JED0956-3,4,5,Available,NOK ,UBT-80  ,DRMW710CRA,3DB29181AAAA01,3DB17010KFAA02,TH  ,TH2204Q00Y8     ,0,220209,                                              ,2,UBT-80,N/A,N/A
10.1.224.182,JED2714_XE,0,0,Available,NOK ,MSS-XE  ,CRMBA00ARA,3DB19633AAAA01,--------------,TH  ,TH2307Q00RC     ,0,230216,----------------------------------------------,0,None,N/A,N/A
10.1.224.182,JED2714_XE,1,3,Available,NOK ,UBT-80  ,DRMW810CRA,3DB29171AAAA01,3DB17010KFAA02,TH  ,TH2204Q00TR     ,0,220208,                                              ,2,UBT-80,N/A,N/A
10.1.224.182,JED2714_XE,1,4,Available,NOK ,UBT-80  ,DRMW810CRA,3DB29171AAAA01,3DB17010KFAA02,TH  ,TH2203Q00ET     ,0,220127,                                              ,2,UBT-80,N/A,N/A
10.1.224.183,JED0956-4,0,0,Available,BC  ,BACK2UV3,CRMTD10ARA,3DB18485GAAB01,--------------,BC  ,BC231694730     ,0,230427,----------------------------------------------,0,None,N/A,N/A
10.1.224.183,JED0956-4,3,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB03,3DB17010KFAA03,SH  ,SH2006N01BH     ,0,230202,                                              ,2,UBT-80,N/A,N/A
10.1.224.183,JED0956-4,4,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB03,3DB17010KEAA01,SH  ,SH1930N005T     ,0,210906,                                              ,2,UBT-80,N/A,N/A
10.1.224.193,JED0600 -7,0,0,Available,VG  ,BACK2UV3,CRM8A00ARA,3DB18485EAAB01,--------------,VG  ,VG192790311     ,0,190722,----------------------------------------------,0,None,N/A,N/A
10.1.224.193,JED0600 -7,4,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KDAA01,SH  ,SH2022N01HM     ,0,200529,                                              ,2,UBT-80,N/A,N/A
10.1.224.193,JED0600 -7,3,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KCAA01,SH  ,SH1928N01EV     ,0,190712,                                              ,2,UBT-80,N/A,N/A
10.1.224.194,JED0881_01,0,0,Available,VG  ,BACK2UV3,CRM8A00ARA,3DB18485EAAB01,--------------,VG  ,VG192390251     ,0,190625,----------------------------------------------,0,None,N/A,N/A
10.1.224.194,JED0881_01,3,5,Available,NOK ,UBT-80  ,CRM9L10FRA,3DB29180AAAB01,3DB17010KCAA01,SH  ,SH1922N01W0     ,0,190531,                                              ,2,UBT-80,N/A,N/A
10.1.224.194,JED0881_01,4,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB02,3DB17010KCAA01,SH  ,SH1937N01VV     ,0,190912,                                              ,2,UBT-80,N/A,N/A
10.1.224.195,JED0881_02,0,0,Available,BC  ,BACK2UV3,CRM8A00ARA,3DB18485EAAA01,--------------,BC  ,BC193092682     ,0,190831,----------------------------------------------,0,None,N/A,N/A
10.1.224.195,JED0881_02,3,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB02,3DB17010KCAA01,SH  ,SH1947N005N     ,0,191119,                                              ,2,UBT-80,N/A,N/A
10.1.224.195,JED0881_02,4,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB02,3DB17010KCAA01,SH  ,SH1946N00DZ     ,0,191123,                                              ,2,UBT-80,N/A,N/A
10.1.224.195,JED0881_02,7,3,Available,NOK ,UBT-T   ,----------,3DB29238AAAB02,3DB17010KCAA01,SH  ,SH1937N007T     ,0,190911,                                              ,1,UBT-T,N/A,N/A
10.1.224.196,JED0335,0,0,Available,BC  ,BACK2UV3,CRM8A00ARA,3DB18485EAAA01,--------------,BC  ,BC191990166     ,0,190605,----------------------------------------------,0,None,N/A,N/A
10.1.224.196,JED0335,7,3,Available,NOK ,UBT-T   ,----------,3DB29238AAAB02,3DB17010KCAA01,SH  ,SH1938N04WZ     ,0,190921,                                              ,1,UBT-T,N/A,N/A
10.1.224.196,JED0335,3,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KCAA01,SH  ,SH1947N0055     ,0,191119,                                              ,2,UBT-80,N/A,N/A
10.1.224.196,JED0335,4,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KCAA01,SH  ,SH1946N036P     ,0,191116,                                              ,2,UBT-80,N/A,N/A
10.1.224.209,JED0600 -9,0,0,Available,BC  ,BACK2UV3,CRM8A00ARA,3DB18485EAAA01,--------------,BC  ,BC191990042     ,0,190601,----------------------------------------------,0,None,N/A,N/A
10.1.224.209,JED0600 -9,7,3,Available,NOK ,UBT-T   ,----------,3DB29223ABAB03,3DB17010KDAA01,TH  ,TH2009Q067Y     ,0,200305,                                              ,1,UBT-T,N/A,N/A
10.1.224.209,JED0600 -9,3,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KCAA01,SH  ,SH1942N00VB     ,0,191017,                                              ,2,UBT-80,N/A,N/A
10.1.224.209,JED0600 -9,4,5,Available,NOK ,UBT-80  ,----------,3DB29170AAAB02,3DB17010KFAA03,SH  ,TH2022Q025E     ,0,230130,                                              ,2,UBT-80,N/A,N/A
10.1.224.210,JED0185_01,0,0,Available,BC  ,BACK2UV3,CRM8A00ARA,3DB18485EAAA01,--------------,BC  ,BC191990013     ,0,190601,----------------------------------------------,0,None,N/A,N/A
10.1.224.210,JED0185_01,7,3,Available,NOK ,UBT-T   ,CRM9310FRB,3DB29223ABAC03,3DB17010KFAA02,SH  ,SH2144N00R0     ,0,211105,                                              ,1,UBT-T,N/A,N/A
10.1.224.210,JED0185_01,4,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB02,3DB17010KDAA01,SH  ,SH2015N033R     ,0,200408,                                              ,2,UBT-80,N/A,N/A
10.1.224.210,JED0185_01,3,5,Available,NOK ,UBT-80  ,DRMW910CRA,3DB29180ABAA01,3DB17010KFAA02,SH  ,SH2009N00MG     ,0,230109,                                              ,2,UBT-80,N/A,N/A
10.1.224.211,JED0185_02,0,0,Available,BC  ,BACK2UV3,CRM8A00ARA,3DB18485EAAA01,--------------,BC  ,BC191892082     ,0,190528,----------------------------------------------,0,None,N/A,N/A
10.1.224.211,JED0185_02,3,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB02,3DB17010KCAA01,SH  ,SH1943N00EV     ,0,191022,                                              ,2,UBT-80,N/A,N/A
10.1.224.211,JED0185_02,4,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB02,3DB17010KCAA01,SH  ,SH1938N04GK     ,0,190920,                                              ,2,UBT-80,N/A,N/A
10.1.224.212,JED0912,0,0,Available,BC  ,BACK1UV3,CRMT100DRA,3DB18219DAAA01,--------------,BC  ,BC191492689     ,0,190410,----------------------------------------------,0,None,N/A,N/A
10.1.224.212,JED0912,4,5,Available,NOK ,UBT-80  ,----------,3DB29170AAAB02,3DB17010KEAA01,SH  ,SH1949N0151     ,0,210824,                                              ,2,UBT-80,N/A,N/A
10.1.224.212,JED0912,3,5,Available,NOK ,UBT-80  ,DRMXA00ARA,3DB29170ABAA01,3DB17010KEAA01,SH  ,SH1926N028F     ,0,220421,                                              ,2,UBT-80,N/A,N/A
10.1.224.225,JED0600-10,0,0,Available,BC  ,BACK2UV3,CRM8A00ARA,3DB18485EAAA01,--------------,BC  ,BC191891251     ,0,190527,----------------------------------------------,0,None,N/A,N/A
10.1.224.225,JED0600-10,4,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KCAA01,SH  ,SH1943N00TA     ,0,191022,                                              ,2,UBT-80,N/A,N/A
10.1.224.225,JED0600-10,3,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KCAA01,SH  ,SH1938N04TM     ,0,190920,                                              ,2,UBT-80,N/A,N/A
10.1.224.225,JED0600-10,7,3,Available,NOK ,UBT-T   ,----------,3DB29238AAAB02,3DB17010KCAA01,SH  ,SH1937N00FV     ,0,190911,                                              ,1,UBT-T,N/A,N/A
10.1.224.226,JED0244_01,0,0,Available,VG  ,BACK2UV3,CRM8A00ARA,3DB18485EAAB01,--------------,VG  ,VG192790206     ,0,190722,----------------------------------------------,0,None,N/A,N/A
10.1.224.226,JED0244_01,7,3,Available,NOK ,UBT-T   ,----------,3DB29238AAAB02,3DB17010KCAA01,SH  ,SH1937N00FN     ,0,190910,                                              ,1,UBT-T,N/A,N/A
10.1.224.226,JED0244_01,3,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB02,3DB17010KDAA01,SH  ,SH2002N01WZ     ,0,200110,                                              ,2,UBT-80,N/A,N/A
10.1.224.226,JED0244_01,4,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB02,3DB17010KCAA01,SH  ,SH1944N01N6     ,0,191101,                                              ,2,UBT-80,N/A,N/A
10.1.224.227,JED0244_02,0,0,Available,BC  ,BACK2UV3,CRM8A00ARA,3DB18485EAAA01,--------------,BC  ,BC191990098     ,0,190601,----------------------------------------------,0,None,N/A,N/A
10.1.224.227,JED0244_02,3,5,Available,NOK ,UBT-80  ,CRM9L10FRA,3DB29180AAAB01,3DB17010KCAA01,SH  ,SH1921N036A     ,0,190527,                                              ,2,UBT-80,N/A,N/A
10.1.224.227,JED0244_02,4,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB02,3DB17010KCAA01,SH  ,SH1943N004N     ,0,191024,                                              ,2,UBT-80,N/A,N/A
10.1.224.228,JED0583,0,0,Available,BC  ,BACK2UV3,CRM8A00ARA,3DB18485EAAA01,--------------,BC  ,BC193092839     ,0,190831,----------------------------------------------,0,None,N/A,N/A
10.1.224.228,JED0583,3,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KCAA01,SH  ,SH1944N00AG     ,0,191028,                                              ,2,UBT-80,N/A,N/A
10.1.224.228,JED0583,4,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KCAA01,SH  ,SH1943N00VC     ,0,191028,                                              ,2,UBT-80,N/A,N/A
10.1.224.229,JED0244-3,0,0,Available,VG  ,BACK2UV3,CRM8A00ARA,3DB18485EAAB01,--------------,VG  ,VG192790208     ,0,190722,----------------------------------------------,0,None,N/A,N/A
10.1.224.229,JED0244-3,3,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB02,3DB17010KDAA01,SH  ,SH2002N02G6     ,0,200111,                                              ,2,UBT-80,N/A,N/A
10.1.224.229,JED0244-3,4,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB02,3DB17010KCAA01,SH  ,SH1938N0506     ,0,190924,                                              ,2,UBT-80,N/A,N/A
10.1.224.230,JED0732,0,0,Available,BC  ,BACK1UV3,CRMT100DRA,3DB18219DAAA01,--------------,BC  ,BC191790802     ,0,190410,----------------------------------------------,0,None,N/A,N/A
10.1.224.230,JED0732,4,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KCAA01,SH  ,SH1943N00T7     ,0,191022,                                              ,2,UBT-80,N/A,N/A
10.1.224.230,JED0732,3,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KDAA01,SH  ,SH2002N00BB     ,0,200107,                                              ,2,UBT-80,N/A,N/A
10.1.224.241,JED0600 _12,0,0,Available,BC  ,BACK2UV3,CRM8A00ARA,3DB18485EAAA01,--------------,BC  ,BC193993887     ,0,191008,----------------------------------------------,0,None,N/A,N/A
10.1.224.241,JED0600 _12,7,3,Available,NOK ,UBT-T   ,----------,3DB29238ABAA04,3DB17010KDAA01,TH  ,TH2009Q0140     ,0,200303,                                              ,1,UBT-T,N/A,N/A
10.1.224.241,JED0600 _12,3,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KCAA01,SH  ,SH1942N012C     ,0,191018,                                              ,2,UBT-80,N/A,N/A
10.1.224.241,JED0600 _12,4,5,Available,NOK ,UBT-80  ,----------,3DB29170AAAB02,3DB17010KDAA01,TH  ,TH2013Q03HM     ,0,200331,                                              ,2,UBT-80,N/A,N/A
10.1.224.242,JED0435_15,0,0,Available,BC  ,BACK2UV3,CRM8A00ARA,3DB18485EAAA01,--------------,BC  ,BC193994173     ,0,191008,----------------------------------------------,0,None,N/A,N/A
10.1.224.242,JED0435_15,3,5,Available,NOK ,UBT-80  ,----------,3DB29180AAAB02,3DB17010KDAA01,SH  ,SH2005N00RH     ,0,200128,                                              ,2,UBT-80,N/A,N/A
10.1.224.242,JED0435_15,4,5,Available,NOK ,UBT-80  ,CRM9L10FRA,3DB29180AAAB01,3DB17010KCAA01,SH  ,SH1922N01VY     ,0,190531,                                              ,2,UBT-80,N/A,N/A
10.1.224.242,JED0435_15,7,3,Available,NOK ,UBT-T   ,CRM9W10FRA,3DB29238ABAA04,3DB17010KDAA01,TH  ,TH1950Q031H     ,0,191212,                                              ,1,UBT-T,N/A,N/A
10.1.224.97,JD2-31,0,0,Available,VG  ,BACK2UV3,CRM8A00ARA,3DB18485EAAA01,--------------,VG  ,VG190390156     ,0,190116,----------------------------------------------,0,None,N/A,N/A
10.1.224.97,JD2-31,3,5,Available,NOK ,UBT-80  ,CRM9M10FRA,3DB29170AAAB01,3DB17010KCAA01,SH  ,SH1929N00A1     ,0,190716,                                              ,2,UBT-80,N/A,N/A
